"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"Air India","2020-08-22","Delhi","Kolkata","DEL --> MUM --> KOL","09:15:00","12:45:00","3h 30m","1 stop","Business class",4437
"Akasa Air","2020-08-22","Delhi","Cochin","DEL --> HYD --> COC","05:45:00","11:45:00","6h 0m","1 stop","In-flight meal not included",12684
"IndiGo","2020-08-22","Mumbai","Banglore","MUM --> DEL --> KOL --> BAN","05:00:00","11:15:00","6h 15m","2 stops","No check-in baggage included",14138
"Vistara","2020-08-22","Mumbai","Hyderabad","MUM --> DEL --> HYD","13:15:00","16:30:00","3h 15m","1 stop","Change airports",13729
"Akasa Air","2020-08-22","Mumbai","Delhi","MUM --> BAN --> DEL","14:00:00","20:45:00","6h 45m","1 stop","In-flight meal not included",6835
"IndiGo","2020-08-22","Cochin","Chennai","COC --> BAN --> DEL --> CHE","20:45:00","04:45:00","8h 0m","2 stops","No check-in baggage included",9363
"Air India","2020-08-22","Chennai","Hyderabad","CHE --> KOL --> COC --> HYD","05:30:00","14:00:00","8h 30m","2 stops","Business class",7103
"SpiceJet","2020-08-22","Hyderabad","Mumbai","HYD --> BAN --> KOL --> MUM","13:00:00","20:00:00","7h 0m","2 stops","Change airports",7877
"Multiple carriers Premium economy","2020-08-22","Chennai","Kolkata","CHE --> COC --> KOL","06:45:00","09:45:00","3h 0m","1 stop","Red-eye flight",11638
"Air India","2020-08-22","Banglore","Delhi","BAN --> COC --> DEL","07:45:00","12:00:00","4h 15m","1 stop","1 Long layover",5429
"GoAir","2020-08-22","Delhi","Mumbai","DEL --> CHE --> MUM","10:00:00","13:15:00","3h 15m","1 stop","Change airports",14374
"SpiceJet","2020-08-22","Delhi","Chennai","DEL --> CHE","06:30:00","09:45:00","3h 15m","non-stop","No info",11251
"IndiGo","2020-08-23","Banglore","Chennai","BAN --> CHE","18:30:00","19:45:00","1h 15m","non-stop","Business class",9913
"SpiceJet","2020-08-23","Delhi","Mumbai","DEL --> MUM","18:45:00","20:15:00","1h 30m","non-stop","1 Long layover",3193
"Vistara","2020-08-23","Banglore","Hyderabad","BAN --> CHE --> HYD","09:00:00","13:45:00","4h 45m","1 stop","No check-in baggage included",8423
"Air India","2020-08-23","Delhi","Chennai","DEL --> KOL --> BAN --> CHE","14:15:00","23:45:00","9h 30m","2 stops","1 Long layover",4699
"SpiceJet","2020-08-23","Delhi","Kolkata","DEL --> COC --> BAN --> KOL","09:00:00","16:30:00","7h 30m","2 stops","No check-in baggage included",11479
"Akasa Air","2020-08-23","Hyderabad","Mumbai","HYD --> KOL --> MUM","09:30:00","13:15:00","3h 45m","1 stop","1 Long layover",3022
"Akasa Air","2020-08-23","Cochin","Delhi","COC --> CHE --> DEL","15:00:00","21:00:00","6h 0m","1 stop","1 Long layover",13127
"IndiGo","2020-08-23","Kolkata","Banglore","KOL --> DEL --> COC --> BAN","07:00:00","15:30:00","8h 30m","2 stops","No info",7334
"SpiceJet","2020-08-24","Delhi","Mumbai","DEL --> HYD --> MUM","15:00:00","21:30:00","6h 30m","1 stop","No info",11766
"Akasa Air","2020-08-24","Chennai","Banglore","CHE --> MUM --> KOL --> BAN","12:15:00","21:30:00","9h 15m","2 stops","1 Long layover",5907
"Vistara","2020-08-24","Mumbai","Hyderabad","MUM --> CHE --> BAN --> HYD","15:15:00","01:00:00","9h 45m","2 stops","No check-in baggage included",6505
"Vistara","2020-08-24","Kolkata","Mumbai","KOL --> BAN --> HYD --> MUM","11:45:00","18:45:00","7h 0m","2 stops","Red-eye flight",10525
"GoAir","2020-08-24","Banglore","Delhi","BAN --> DEL","05:15:00","07:15:00","2h 0m","non-stop","Change airports",6442
"SpiceJet","2020-08-24","Banglore","Mumbai","BAN --> DEL --> MUM","17:00:00","21:30:00","4h 30m","1 stop","In-flight meal not included",4841
"IndiGo","2020-08-25","Kolkata","Delhi","KOL --> HYD --> COC --> DEL","16:15:00","00:45:00","8h 30m","2 stops","In-flight meal not included",3439
"Akasa Air","2020-08-25","Chennai","Hyderabad","CHE --> MUM --> DEL --> HYD","08:30:00","17:00:00","8h 30m","2 stops","No check-in baggage included",12886
"IndiGo","2020-08-25","Hyderabad","Mumbai","HYD --> MUM","05:00:00","07:00:00","2h 0m","non-stop","1 Long layover",9917
"SpiceJet","2020-08-25","Mumbai","Chennai","MUM --> BAN --> CHE","13:30:00","17:00:00","3h 30m","1 stop","Change airports",3634
"IndiGo","2020-08-25","Mumbai","Kolkata","MUM --> COC --> HYD --> KOL","15:15:00","00:15:00","9h 0m","2 stops","Change airports",11779
"Multiple carriers","2020-08-25","Chennai","Banglore","CHE --> KOL --> BAN","06:15:00","11:00:00","4h 45m","1 stop","In-flight meal not included",3624
"GoAir","2020-08-25","Banglore","Delhi","BAN --> MUM --> COC --> DEL","15:30:00","22:15:00","6h 45m","2 stops","In-flight meal not included",3181
"IndiGo","2020-08-25","Chennai","Mumbai","CHE --> HYD --> KOL --> MUM","13:00:00","22:30:00","9h 30m","2 stops","Red-eye flight",5169
"Air Asia","2020-08-26","Mumbai","Chennai","MUM --> HYD --> CHE","05:15:00","11:30:00","6h 15m","1 stop","Red-eye flight",10998
"IndiGo","2020-08-26","Banglore","Mumbai","BAN --> CHE --> MUM","13:00:00","19:15:00","6h 15m","1 stop","In-flight meal not included",3943
"IndiGo","2020-08-26","Banglore","Chennai","BAN --> DEL --> KOL --> CHE","18:30:00","00:45:00","6h 15m","2 stops","No info",11495
"IndiGo","2020-08-26","Chennai","Mumbai","CHE --> KOL --> COC --> MUM","09:15:00","17:45:00","8h 30m","2 stops","1 Long layover",7831
"Air India","2020-08-26","Kolkata","Chennai","KOL --> DEL --> BAN --> CHE","17:15:00","03:00:00","9h 45m","2 stops","No check-in baggage included",14547
"Air Asia","2020-08-26","Hyderabad","Delhi","HYD --> MUM --> DEL","13:00:00","18:00:00","5h 0m","1 stop","Red-eye flight",5245
"IndiGo","2020-08-26","Banglore","Hyderabad","BAN --> DEL --> HYD","08:45:00","14:45:00","6h 0m","1 stop","Change airports",6570
"Vistara","2020-08-27","Chennai","Hyderabad","CHE --> DEL --> HYD","13:45:00","18:15:00","4h 30m","1 stop","Business class",3605
"Vistara Premium economy","2020-08-27","Kolkata","Delhi","KOL --> DEL","16:15:00","18:30:00","2h 15m","non-stop","Change airports",10654
"Jet Airways Business","2020-08-27","Delhi","Cochin","DEL --> COC","17:30:00","19:00:00","1h 30m","non-stop","Red-eye flight",10504
"Multiple carriers","2020-08-27","Hyderabad","Delhi","HYD --> COC --> CHE --> DEL","21:00:00","05:15:00","8h 15m","2 stops","No info",9623
"Air Asia","2020-08-27","Delhi","Banglore","DEL --> BAN","16:45:00","17:45:00","1h 0m","non-stop","Red-eye flight",13527
"Jet Airways","2020-08-27","Mumbai","Kolkata","MUM --> BAN --> COC --> KOL","15:00:00","22:30:00","7h 30m","2 stops","1 Long layover",9671
"IndiGo","2020-08-28","Mumbai","Delhi","MUM --> HYD --> DEL","16:15:00","21:30:00","5h 15m","1 stop","No check-in baggage included",3954
"SpiceJet","2020-08-28","Mumbai","Chennai","MUM --> CHE","13:45:00","17:15:00","3h 30m","non-stop","Change airports",13109
"SpiceJet","2020-08-28","Mumbai","Hyderabad","MUM --> DEL --> HYD","09:45:00","13:30:00","3h 45m","1 stop","1 Long layover",8750
"IndiGo","2020-08-28","Mumbai","Banglore","MUM --> COC --> CHE --> BAN","18:15:00","00:45:00","6h 30m","2 stops","No check-in baggage included",13029
"Air Asia","2020-08-28","Delhi","Chennai","DEL --> BAN --> COC --> CHE","11:30:00","18:30:00","7h 0m","2 stops","1 Long layover",3726
"SpiceJet","2020-08-28","Delhi","Kolkata","DEL --> MUM --> HYD --> KOL","18:45:00","03:45:00","9h 0m","2 stops","Business class",8473
"Air India","2020-08-28","Hyderabad","Banglore","HYD --> CHE --> KOL --> BAN","09:30:00","17:45:00","8h 15m","2 stops","Business class",10943
"IndiGo","2020-08-28","Chennai","Banglore","CHE --> DEL --> BAN","06:15:00","09:15:00","3h 0m","1 stop","Change airports",11209
"GoAir","2020-08-28","Cochin","Kolkata","COC --> DEL --> KOL","07:45:00","11:45:00","4h 0m","1 stop","No check-in baggage included",12576
"Air India","2020-08-28","Banglore","Mumbai","BAN --> DEL --> MUM","08:15:00","12:30:00","4h 15m","1 stop","Red-eye flight",12261
"GoAir","2020-08-29","Delhi","Chennai","DEL --> KOL --> MUM --> CHE","09:30:00","15:45:00","6h 15m","2 stops","Red-eye flight",9227
"Air India","2020-08-29","Hyderabad","Banglore","HYD --> BAN","11:30:00","12:45:00","1h 15m","non-stop","1 Long layover",8818
"Air India","2020-08-29","Chennai","Banglore","CHE --> BAN","17:30:00","18:30:00","1h 0m","non-stop","Change airports",12327
"Vistara","2020-08-29","Banglore","Delhi","BAN --> DEL","07:00:00","10:30:00","3h 30m","non-stop","Change airports",4107
"Jet Airways Business","2020-08-29","Banglore","Mumbai","BAN --> MUM","14:00:00","16:00:00","2h 0m","non-stop","Change airports",10495
"Air India","2020-08-29","Chennai","Cochin","CHE --> COC","10:15:00","13:15:00","3h 0m","non-stop","In-flight meal not included",8010
"IndiGo","2020-08-29","Mumbai","Delhi","MUM --> DEL","14:45:00","16:15:00","1h 30m","non-stop","Change airports",8184
"IndiGo","2020-08-29","Mumbai","Banglore","MUM --> DEL --> BAN","17:45:00","22:45:00","5h 0m","1 stop","No check-in baggage included",3397
"Air India","2020-08-30","Hyderabad","Cochin","HYD --> COC","17:00:00","19:15:00","2h 15m","non-stop","No check-in baggage included",13834
"Vistara","2020-08-30","Mumbai","Hyderabad","MUM --> HYD","15:30:00","16:45:00","1h 15m","non-stop","Change airports",13484
"IndiGo","2020-08-30","Mumbai","Banglore","MUM --> CHE --> BAN","13:30:00","18:15:00","4h 45m","1 stop","Business class",3258
"IndiGo","2020-08-30","Banglore","Hyderabad","BAN --> HYD","21:45:00","00:00:00","2h 15m","non-stop","No info",8283
"GoAir","2020-08-30","Delhi","Banglore","DEL --> COC --> CHE --> BAN","13:45:00","19:45:00","6h 0m","2 stops","Business class",7459
"IndiGo","2020-08-30","Banglore","Delhi","BAN --> MUM --> DEL","13:30:00","16:30:00","3h 0m","1 stop","In-flight meal not included",7965
"Air India","2020-08-30","Kolkata","Banglore","KOL --> BAN","15:30:00","16:45:00","1h 15m","non-stop","No info",5683
"Vistara","2020-08-30","Cochin","Chennai","COC --> DEL --> CHE","15:15:00","18:15:00","3h 0m","1 stop","In-flight meal not included",7946
"SpiceJet","2020-08-31","Delhi","Banglore","DEL --> BAN","13:45:00","17:00:00","3h 15m","non-stop","Change airports",3288
"SpiceJet","2020-08-31","Delhi","Kolkata","DEL --> KOL","18:30:00","21:30:00","3h 0m","non-stop","1 Long layover",4105
"Air India","2020-08-31","Chennai","Banglore","CHE --> BAN","11:30:00","15:00:00","3h 30m","non-stop","No check-in baggage included",11060
"Vistara","2020-08-31","Banglore","Kolkata","BAN --> CHE --> COC --> KOL","15:15:00","21:15:00","6h 0m","2 stops","1 Long layover",8292
"Air India","2020-08-31","Hyderabad","Banglore","HYD --> MUM --> KOL --> BAN","15:45:00","23:30:00","7h 45m","2 stops","Change airports",7212
"SpiceJet","2020-08-31","Banglore","Chennai","BAN --> CHE","07:15:00","08:30:00","1h 15m","non-stop","Red-eye flight",14139
"IndiGo","2020-08-31","Mumbai","Hyderabad","MUM --> DEL --> COC --> HYD","18:45:00","02:15:00","7h 30m","2 stops","Change airports",8684
"Vistara","2020-08-31","Delhi","Chennai","DEL --> CHE","20:15:00","22:15:00","2h 0m","non-stop","1 Long layover",11302
"Air India","2020-09-01","Cochin","Hyderabad","COC --> MUM --> HYD","15:45:00","21:45:00","6h 0m","1 stop","1 Long layover",3099
"SpiceJet","2020-09-01","Hyderabad","Delhi","HYD --> DEL","05:15:00","07:45:00","2h 30m","non-stop","Business class",3818
"Akasa Air","2020-09-01","Delhi","Hyderabad","DEL --> MUM --> HYD","05:15:00","08:45:00","3h 30m","1 stop","Red-eye flight",14878
"Multiple carriers","2020-09-01","Chennai","Cochin","CHE --> MUM --> COC","13:45:00","19:15:00","5h 30m","1 stop","No info",7051
"Air Asia","2020-09-01","Hyderabad","Mumbai","HYD --> MUM","05:15:00","07:30:00","2h 15m","non-stop","1 Long layover",13649
"IndiGo","2020-09-01","Kolkata","Cochin","KOL --> COC","15:00:00","18:30:00","3h 30m","non-stop","Red-eye flight",5413
"IndiGo","2020-09-01","Mumbai","Kolkata","MUM --> DEL --> HYD --> KOL","11:00:00","19:00:00","8h 0m","2 stops","Business class",14690
"Air Asia","2020-09-01","Mumbai","Banglore","MUM --> CHE --> BAN","10:45:00","15:30:00","4h 45m","1 stop","No check-in baggage included",4276
"Vistara","2020-09-01","Delhi","Mumbai","DEL --> BAN --> KOL --> MUM","08:00:00","17:45:00","9h 45m","2 stops","Business class",4481
"Akasa Air","2020-09-01","Delhi","Cochin","DEL --> HYD --> BAN --> COC","18:30:00","04:00:00","9h 30m","2 stops","In-flight meal not included",12049
"Vistara","2020-09-01","Chennai","Delhi","CHE --> MUM --> DEL","06:15:00","12:45:00","6h 30m","1 stop","No info",10797
"Vistara","2020-09-02","Hyderabad","Banglore","HYD --> KOL --> BAN","07:30:00","13:30:00","6h 0m","1 stop","No info",6718
"Air India","2020-09-02","Delhi","Banglore","DEL --> BAN","16:30:00","19:45:00","3h 15m","non-stop","Red-eye flight",4371
"IndiGo","2020-09-02","Kolkata","Banglore","KOL --> COC --> CHE --> BAN","05:45:00","12:30:00","6h 45m","2 stops","Business class",4850
"IndiGo","2020-09-02","Kolkata","Mumbai","KOL --> CHE --> MUM","14:45:00","18:15:00","3h 30m","1 stop","Business class",10334
"Air Asia","2020-09-02","Chennai","Mumbai","CHE --> DEL --> BAN --> MUM","08:45:00","15:30:00","6h 45m","2 stops","Red-eye flight",4656
"Vistara","2020-09-02","Delhi","Mumbai","DEL --> MUM","08:30:00","09:30:00","1h 0m","non-stop","1 Long layover",8715
"SpiceJet","2020-09-02","Mumbai","Kolkata","MUM --> BAN --> DEL --> KOL","10:45:00","16:45:00","6h 0m","2 stops","Business class",8107
"Air India","2020-09-03","Delhi","Banglore","DEL --> HYD --> BAN","15:30:00","19:30:00","4h 0m","1 stop","In-flight meal not included",4341
"Vistara","2020-09-03","Delhi","Hyderabad","DEL --> HYD","21:30:00","00:00:00","2h 30m","non-stop","Business class",14464
"SpiceJet","2020-09-03","Hyderabad","Kolkata","HYD --> KOL","10:45:00","11:45:00","1h 0m","non-stop","Business class",5688
"Air Asia","2020-09-03","Hyderabad","Delhi","HYD --> MUM --> DEL","07:00:00","11:45:00","4h 45m","1 stop","No info",3620
"IndiGo","2020-09-03","Delhi","Mumbai","DEL --> CHE --> MUM","13:15:00","17:30:00","4h 15m","1 stop","1 Long layover",3064
"IndiGo","2020-09-03","Mumbai","Delhi","MUM --> BAN --> HYD --> DEL","14:00:00","21:30:00","7h 30m","2 stops","Change airports",4394
"Akasa Air","2020-09-03","Mumbai","Kolkata","MUM --> BAN --> HYD --> KOL","13:30:00","20:15:00","6h 45m","2 stops","In-flight meal not included",13352
"Jet Airways","2020-09-03","Banglore","Cochin","BAN --> MUM --> KOL --> COC","09:45:00","19:00:00","9h 15m","2 stops","No info",9143
"Jet Airways Business","2020-09-04","Mumbai","Delhi","MUM --> CHE --> DEL","19:45:00","00:30:00","4h 45m","1 stop","No check-in baggage included",12408
"Jet Airways Business","2020-09-04","Delhi","Banglore","DEL --> BAN","16:45:00","20:00:00","3h 15m","non-stop","No check-in baggage included",8753
"Air India","2020-09-04","Mumbai","Hyderabad","MUM --> BAN --> HYD","10:30:00","15:15:00","4h 45m","1 stop","Red-eye flight",3047
"SpiceJet","2020-09-04","Delhi","Cochin","DEL --> MUM --> COC","18:00:00","23:00:00","5h 0m","1 stop","No check-in baggage included",6946
"IndiGo","2020-09-04","Banglore","Hyderabad","BAN --> HYD","12:15:00","13:30:00","1h 15m","non-stop","Red-eye flight",5656
"Akasa Air","2020-09-04","Chennai","Banglore","CHE --> HYD --> DEL --> BAN","19:45:00","02:15:00","6h 30m","2 stops","Red-eye flight",7204
"IndiGo","2020-09-04","Hyderabad","Banglore","HYD --> BAN","07:00:00","10:30:00","3h 30m","non-stop","Business class",3906
"Air India","2020-09-05","Delhi","Hyderabad","DEL --> KOL --> MUM --> HYD","10:00:00","16:30:00","6h 30m","2 stops","Business class",13533
"IndiGo","2020-09-05","Delhi","Banglore","DEL --> KOL --> BAN","07:45:00","12:00:00","4h 15m","1 stop","Change airports",12269
"IndiGo","2020-09-05","Banglore","Mumbai","BAN --> HYD --> MUM","09:45:00","16:15:00","6h 30m","1 stop","In-flight meal not included",11426
"Akasa Air","2020-09-05","Chennai","Hyderabad","CHE --> DEL --> KOL --> HYD","13:30:00","21:00:00","7h 30m","2 stops","1 Long layover",11329
"Air Asia","2020-09-05","Delhi","Mumbai","DEL --> CHE --> MUM","20:30:00","01:45:00","5h 15m","1 stop","Business class",8594
"IndiGo","2020-09-05","Mumbai","Cochin","MUM --> DEL --> COC","19:00:00","00:45:00","5h 45m","1 stop","Red-eye flight",12460
"IndiGo","2020-09-06","Chennai","Delhi","CHE --> KOL --> COC --> DEL","12:30:00","22:15:00","9h 45m","2 stops","No info",5009
"GoAir","2020-09-06","Delhi","Chennai","DEL --> CHE","15:30:00","16:45:00","1h 15m","non-stop","No check-in baggage included",14529
"GoAir","2020-09-06","Kolkata","Mumbai","KOL --> MUM","09:30:00","12:30:00","3h 0m","non-stop","No info",13688
"Air India","2020-09-06","Banglore","Delhi","BAN --> HYD --> CHE --> DEL","16:45:00","00:45:00","8h 0m","2 stops","In-flight meal not included",10774
"Air India","2020-09-06","Banglore","Chennai","BAN --> CHE","13:15:00","16:30:00","3h 15m","non-stop","Red-eye flight",5666
"Air India","2020-09-07","Hyderabad","Banglore","HYD --> BAN","14:30:00","17:00:00","2h 30m","non-stop","No info",6043
"IndiGo","2020-09-07","Kolkata","Mumbai","KOL --> HYD --> MUM","09:45:00","13:15:00","3h 30m","1 stop","1 Long layover",14291
"Air India","2020-09-07","Delhi","Kolkata","DEL --> BAN --> KOL","14:00:00","20:45:00","6h 45m","1 stop","Business class",5903
"IndiGo","2020-09-07","Delhi","Chennai","DEL --> MUM --> CHE","09:15:00","15:00:00","5h 45m","1 stop","No check-in baggage included",8335
"IndiGo","2020-09-07","Banglore","Mumbai","BAN --> COC --> DEL --> MUM","14:15:00","23:15:00","9h 0m","2 stops","In-flight meal not included",4638
"SpiceJet","2020-09-08","Banglore","Delhi","BAN --> DEL","16:15:00","19:15:00","3h 0m","non-stop","No check-in baggage included",4462
"GoAir","2020-09-08","Hyderabad","Delhi","HYD --> DEL","15:00:00","18:15:00","3h 15m","non-stop","1 Long layover",10801
"Vistara","2020-09-08","Delhi","Mumbai","DEL --> BAN --> HYD --> MUM","20:30:00","04:30:00","8h 0m","2 stops","Red-eye flight",5914
"Air Asia","2020-09-08","Kolkata","Banglore","KOL --> CHE --> COC --> BAN","13:00:00","20:30:00","7h 30m","2 stops","No info",13957
"Vistara","2020-09-08","Hyderabad","Mumbai","HYD --> MUM","09:45:00","12:00:00","2h 15m","non-stop","Business class",9363
"Air India","2020-09-08","Banglore","Mumbai","BAN --> HYD --> KOL --> MUM","10:30:00","19:15:00","8h 45m","2 stops","In-flight meal not included",4198
"IndiGo","2020-09-09","Kolkata","Delhi","KOL --> MUM --> DEL","10:15:00","16:30:00","6h 15m","1 stop","Change airports",12282
"IndiGo","2020-09-09","Hyderabad","Chennai","HYD --> COC --> MUM --> CHE","10:30:00","19:15:00","8h 45m","2 stops","1 Long layover",8953
"SpiceJet","2020-09-09","Mumbai","Banglore","MUM --> KOL --> COC --> BAN","05:00:00","13:45:00","8h 45m","2 stops","Business class",14735
"IndiGo","2020-09-09","Mumbai","Delhi","MUM --> DEL","10:15:00","11:30:00","1h 15m","non-stop","Business class",12659
"SpiceJet","2020-09-09","Chennai","Banglore","CHE --> DEL --> COC --> BAN","06:15:00","15:30:00","9h 15m","2 stops","Change airports",8602
"Akasa Air","2020-09-09","Chennai","Delhi","CHE --> DEL","09:00:00","12:15:00","3h 15m","non-stop","No info",8253
"Multiple carriers","2020-09-10","Chennai","Delhi","CHE --> KOL --> MUM --> DEL","16:30:00","01:15:00","8h 45m","2 stops","Business class",4357
